"Line","Column","Message","Extent","RuleName","Severity","ScriptName","ScriptPath","RuleSuppressionID","SuggestedCorrections","IsSuppressed"
"19","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"22","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"32","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"34","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"39","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"43","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"47","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"55","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"71","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"73","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"75","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"86","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"90","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"101","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"103","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"112","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"115","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"118","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"121","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"129","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"132","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"134","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"137","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"142","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"145","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"158","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"169","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"178","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"190","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"201","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"209","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"218","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"221","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"223","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"233","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"236","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"244","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"248","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"251","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"261","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"264","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"267","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"277","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"286","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"294","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"299","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"303","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"306","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"312","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"316","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"347","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"350","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"363","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"366","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"375","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"379","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"383","1","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"398","23","Line has trailing whitespace","System.Management.Automation.Language.ScriptExtent","PSAvoidTrailingWhitespace","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,"System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"76","5","The cmdlet 'Start-LogSession' returns an object of type 'System.Collections.Hashtable' but this type is not declared in the OutputType attribute.","return $script:LogSession","PSUseOutputTypeCorrectly","Information","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,,"False"
"179","9","File 'Logger.psm1' uses Write-Host. Avoid using Write-Host because it might not work in all hosts, does not work when there is no host, and (prior to PS 5.0) cannot be suppressed, captured, or redirected. Instead, use Write-Output, Write-Verbose, or Write-Information.","Write-Host ""$icon $Message"" -ForegroundColor $color","PSAvoidUsingWriteHost","Warning","Logger.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\Logger.psm1",,,"False"
"687","42","'curl' is an alias of 'Invoke-WebRequest'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content.","curl","PSAvoidUsingCmdletAliases","Warning","PackageManager.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\PackageManager.psm1","curl","System.Collections.Generic.List`1[Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent]","False"
"627","19","The variable '$PackageName' is not declared within this ScriptBlock, and is missing the 'Using:' scope modifier.","$PackageName","PSUseUsingScopeModifierInNewRunspaces","Warning","PackageManager.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\PackageManager.psm1","PSUseUsingScopeModifierInNewRunspaces","Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent[]","False"
"627","33","The variable '$Force' is not declared within this ScriptBlock, and is missing the 'Using:' scope modifier.","$Force","PSUseUsingScopeModifierInNewRunspaces","Warning","PackageManager.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\PackageManager.psm1","PSUseUsingScopeModifierInNewRunspaces","Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent[]","False"
"627","41","The variable '$ModulePath' is not declared within this ScriptBlock, and is missing the 'Using:' scope modifier.","$ModulePath","PSUseUsingScopeModifierInNewRunspaces","Warning","PackageManager.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\PackageManager.psm1","PSUseUsingScopeModifierInNewRunspaces","Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent[]","False"
"628","27","The variable '$ModulePath' is not declared within this ScriptBlock, and is missing the 'Using:' scope modifier.","$ModulePath","PSUseUsingScopeModifierInNewRunspaces","Warning","PackageManager.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\PackageManager.psm1","PSUseUsingScopeModifierInNewRunspaces","Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent[]","False"
"629","42","The variable '$PackageName' is not declared within this ScriptBlock, and is missing the 'Using:' scope modifier.","$PackageName","PSUseUsingScopeModifierInNewRunspaces","Warning","PackageManager.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\PackageManager.psm1","PSUseUsingScopeModifierInNewRunspaces","Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent[]","False"
"629","62","The variable '$Force' is not declared within this ScriptBlock, and is missing the 'Using:' scope modifier.","$Force","PSUseUsingScopeModifierInNewRunspaces","Warning","PackageManager.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\PackageManager.psm1","PSUseUsingScopeModifierInNewRunspaces","Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent[]","False"
"456","10","The cmdlet 'Get-AvailableManagers' uses a plural noun. A singular noun should be used instead.","Get-AvailableManagers","PSUseSingularNouns","Warning","PackageManager.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\PackageManager.psm1","Get-AvailableManagers","Microsoft.Windows.PowerShell.ScriptAnalyzer.Generic.CorrectionExtent[]","False"
"113","17","The cmdlet 'Test-PackageManager' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","return $true","PSUseOutputTypeCorrectly","Information","PackageManager.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\PackageManager.psm1",,,"False"
"117","17","The cmdlet 'Test-PackageManager' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","return $false","PSUseOutputTypeCorrectly","Information","PackageManager.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\PackageManager.psm1",,,"False"
"125","17","The cmdlet 'Test-PackageManager' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","return $true","PSUseOutputTypeCorrectly","Information","PackageManager.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\PackageManager.psm1",,,"False"
"129","17","The cmdlet 'Test-PackageManager' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","return $false","PSUseOutputTypeCorrectly","Information","PackageManager.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\PackageManager.psm1",,,"False"
"137","17","The cmdlet 'Test-PackageManager' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","return $true","PSUseOutputTypeCorrectly","Information","PackageManager.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\PackageManager.psm1",,,"False"
"141","17","The cmdlet 'Test-PackageManager' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","return $false","PSUseOutputTypeCorrectly","Information","PackageManager.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\PackageManager.psm1",,,"False"
"146","5","The cmdlet 'Test-PackageManager' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","return $false","PSUseOutputTypeCorrectly","Information","PackageManager.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\PackageManager.psm1",,,"False"
"176","21","The cmdlet 'Install-PackageManager' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","return $true","PSUseOutputTypeCorrectly","Information","PackageManager.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\PackageManager.psm1",,,"False"
"180","17","The cmdlet 'Install-PackageManager' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","return $false","PSUseOutputTypeCorrectly","Information","PackageManager.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\PackageManager.psm1",,,"False"
"184","17","The cmdlet 'Install-PackageManager' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","return $false","PSUseOutputTypeCorrectly","Information","PackageManager.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\PackageManager.psm1",,,"False"
"199","21","The cmdlet 'Install-PackageManager' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","return $true","PSUseOutputTypeCorrectly","Information","PackageManager.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\PackageManager.psm1",,,"False"
"203","17","The cmdlet 'Install-PackageManager' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","return $false","PSUseOutputTypeCorrectly","Information","PackageManager.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\PackageManager.psm1",,,"False"
"207","17","The cmdlet 'Install-PackageManager' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","return $false","PSUseOutputTypeCorrectly","Information","PackageManager.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\PackageManager.psm1",,,"False"
"218","21","The cmdlet 'Install-PackageManager' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","return $true","PSUseOutputTypeCorrectly","Information","PackageManager.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\PackageManager.psm1",,,"False"
"222","17","The cmdlet 'Install-PackageManager' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","return $false","PSUseOutputTypeCorrectly","Information","PackageManager.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\PackageManager.psm1",,,"False"
"226","17","The cmdlet 'Install-PackageManager' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","return $false","PSUseOutputTypeCorrectly","Information","PackageManager.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\PackageManager.psm1",,,"False"
"231","5","The cmdlet 'Install-PackageManager' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","return $false","PSUseOutputTypeCorrectly","Information","PackageManager.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\PackageManager.psm1",,,"False"
"273","9","The cmdlet 'Initialize-PackageManager' returns an object of type 'System.Boolean' but this type is not declared in the OutputType attribute.","return $true","PSUseOutputTypeCorrectly","Information","PackageManager.psm1","C:\Users\bangvu\Desktop\Projects\window-terminal\modules\Core\PackageManager.psm1",,,"False"
